表記,読み,品詞,語種
機首,キシュ,名詞-普通名詞-一般,漢
リボルバー,リボルバー,名詞-普通名詞-一般,外
鹿鳴,ロクメイ,名詞-普通名詞-一般,漢
蘭書,ランショ,名詞-普通名詞-一般,漢
語弊,ゴヘイ,名詞-普通名詞-一般,漢
百家,ヒャッカ,名詞-普通名詞-一般,漢
コリー,コリー,名詞-普通名詞-一般,外
検知,ケンチ,名詞-普通名詞-サ変可能,漢
次号,ジゴウ,名詞-普通名詞-一般,漢
タオルケット,タオルケット,名詞-普通名詞-一般,外
エグゼクティブ,エグゼクティブ,名詞-普通名詞-一般,外
秒速,ビョウソク,名詞-普通名詞-一般,漢
庵主,アンシュ,名詞-普通名詞-一般,漢
貞節,テイセツ,名詞-普通名詞-形状詞可能,漢
悪癖,アクヘキ,名詞-普通名詞-一般,漢
遺文,イブン,名詞-普通名詞-一般,漢
仰臥,ギョウガ,名詞-普通名詞-サ変可能,漢
剣豪,ケンゴウ,名詞-普通名詞-一般,漢
カロチン,カロチン,名詞-普通名詞-一般,外
蕩尽,トウジン,名詞-普通名詞-サ変可能,漢
パーム,パーム,名詞-普通名詞-一般,外
授産,ジュサン,名詞-普通名詞-一般,漢
圧殺,アッサツ,名詞-普通名詞-サ変可能,漢
饗,キョウ,名詞-普通名詞-一般,漢
費消,ヒショウ,名詞-普通名詞-サ変可能,漢
受章,ジュショウ,名詞-普通名詞-一般,漢
フリーランス,フリーランス,名詞-普通名詞-一般,外
健勝,ケンショウ,名詞-普通名詞-形状詞可能,漢
年率,ネンリツ,名詞-普通名詞-一般,漢
大官,タイカン,名詞-普通名詞-一般,漢
専断,センダン,名詞-普通名詞-サ変可能,漢
サラミ,サラミ,名詞-普通名詞-一般,外
ミリオン,ミリオン,名詞-普通名詞-一般,外
実益,ジツエキ,名詞-普通名詞-一般,漢
真如,シンニョ,名詞-普通名詞-一般,漢
視聴覚,シチョウカク,名詞-普通名詞-一般,漢
管掌,カンショウ,名詞-普通名詞-サ変可能,漢
公訴,コウソ,名詞-普通名詞-サ変可能,漢
於呂,オロ,名詞-普通名詞-一般,外
フレア,フレア,名詞-普通名詞-一般,外
伸展,シンテン,名詞-普通名詞-サ変可能,漢
ヒスタミン,ヒスタミン,名詞-普通名詞-一般,外
フェーズ,フェーズ,名詞-普通名詞-一般,外
異体,イタイ,名詞-普通名詞-一般,漢
極貧,ゴクヒン,名詞-普通名詞-一般,漢
エロ本,エロボン,名詞-普通名詞-一般,混
精妙,セイミョウ,名詞-普通名詞-形状詞可能,漢
アフターケア,アフターケア,名詞-普通名詞-一般,外
封緘,フウカン,名詞-普通名詞-サ変可能,漢
硬骨,コウコツ,名詞-普通名詞-一般,漢
深雪,シンセツ,名詞-普通名詞-一般,漢
連夜,レンヤ,名詞-普通名詞-一般,漢
墓標,ボヒョウ,名詞-普通名詞-一般,漢
たい,タイ,名詞-普通名詞-一般,漢
兼備,ケンビ,名詞-普通名詞-サ変可能,漢
イースタン,イースタン,名詞-普通名詞-一般,外
集録,シュウロク,名詞-普通名詞-サ変可能,漢
てる,テル,名詞-普通名詞-一般,外
カ月,カゲツ,名詞-普通名詞-一般,漢
高炉,コウロ,名詞-普通名詞-一般,漢
席次,セキジ,名詞-普通名詞-一般,漢
小著,ショウチョ,名詞-普通名詞-一般,漢
ターム,ターム,名詞-普通名詞-一般,外
エンペラー,エンペラー,名詞-普通名詞-一般,外
良薬,リョウヤク,名詞-普通名詞-一般,漢
上棟,ジョウトウ,名詞-普通名詞-一般,漢
無産,ムサン,名詞-普通名詞-一般,漢
等辺,トウヘン,名詞-普通名詞-一般,漢
洛外,ラクガイ,名詞-普通名詞-一般,漢
私法,シホウ,名詞-普通名詞-一般,漢
別記,ベッキ,名詞-普通名詞-サ変可能,漢
郡部,グンブ,名詞-普通名詞-一般,漢
ライチョウ,ライチョウ,名詞-普通名詞-サ変可能,漢
戸長,コチョウ,名詞-普通名詞-一般,漢
冠者,カジャ,名詞-普通名詞-一般,漢
エッセイスト,エッセイスト,名詞-普通名詞-一般,外
言文,ゲンブン,名詞-普通名詞-一般,漢
増改築,ゾウカイチク,名詞-普通名詞-一般,漢
中書,チュウショ,名詞-普通名詞-一般,漢
前号,ゼンゴウ,名詞-普通名詞-一般,漢
双務,ソウム,名詞-普通名詞-一般,漢
無臭,ムシュウ,名詞-普通名詞-一般,漢
大兵,タイヘイ,名詞-普通名詞-一般,漢
武門,ブモン,名詞-普通名詞-一般,漢
弾痕,ダンコン,名詞-普通名詞-一般,漢
育種,イクシュ,名詞-普通名詞-一般,漢
整髪,セイハツ,名詞-普通名詞-サ変可能,漢
セキレイ,セキレイ,名詞-普通名詞-一般,漢
ヘッジ,ヘッジ,名詞-普通名詞-サ変可能,外
飼養,シヨウ,名詞-普通名詞-サ変可能,漢
アーバン,アーバン,名詞-普通名詞-一般,外
オルグ,オルグ,名詞-普通名詞-一般,外
落盤,ラクバン,名詞-普通名詞-サ変可能,漢
柔術,ジュウジュツ,名詞-普通名詞-一般,漢
沃素,ヨウソ,名詞-普通名詞-一般,漢
敗色,ハイショク,名詞-普通名詞-一般,漢
開陽,カイヨウ,名詞-普通名詞-一般,漢
エレクトーン,エレクトーン,名詞-普通名詞-一般,外
放縦,ホウショウ,名詞-普通名詞-形状詞可能,漢
トレース,トレース,名詞-普通名詞-サ変可能,外
販,ハン,名詞-普通名詞-一般,漢
慈恵,ジケイ,名詞-普通名詞-一般,漢
セクシャリティー,セクシャリティー,名詞-普通名詞-一般,外
小二,ショウニ,名詞-普通名詞-一般,漢
絵付け,エツケ,名詞-普通名詞-一般,混
減反,ゲンタン,名詞-普通名詞-サ変可能,漢
画壇,ガダン,名詞-普通名詞-一般,漢
シフォン,シフォン,名詞-普通名詞-一般,外
僧兵,ソウヘイ,名詞-普通名詞-一般,漢
カルビ,カルビ,名詞-普通名詞-一般,外
フラメンコ,フラメンコ,名詞-普通名詞-一般,外
マグナム,マグナム,名詞-普通名詞-一般,外
角柱,カクチュウ,名詞-普通名詞-一般,漢
賃上げ,チンアゲ,名詞-普通名詞-サ変可能,混
堅物,カタブツ,名詞-普通名詞-一般,混
主犯,シュハン,名詞-普通名詞-一般,漢
客殿,キャクデン,名詞-普通名詞-一般,漢
肺胞,ハイホウ,名詞-普通名詞-一般,漢
輪舞,リンブ,名詞-普通名詞-一般,漢
対案,タイアン,名詞-普通名詞-一般,漢
順繰り,ジュングリ,名詞-普通名詞-一般,混
コンビナート,コンビナート,名詞-普通名詞-一般,外
どうか,ドウカ,名詞-普通名詞-一般,漢
能面,ノウメン,名詞-普通名詞-一般,漢
成算,セイサン,名詞-普通名詞-一般,漢
電文,デンブン,名詞-普通名詞-一般,漢
ビューティー,ビューティー,名詞-普通名詞-一般,外
遥拝,ヨウハイ,名詞-普通名詞-サ変可能,漢
地鳴り,ジナリ,名詞-普通名詞-一般,混
律動,リツドウ,名詞-普通名詞-サ変可能,漢
小史,ショウシ,名詞-普通名詞-一般,漢
ヨード,ヨード,名詞-普通名詞-一般,外
名望,メイボウ,名詞-普通名詞-一般,漢
遊芸,ユウゲイ,名詞-普通名詞-一般,漢
政道,セイドウ,名詞-普通名詞-一般,漢
ブラボー,ブラボー,名詞-普通名詞-一般,外
スクワット,スクワット,名詞-普通名詞-一般,外
鈍重,ドンジュウ,名詞-普通名詞-形状詞可能,漢
マリーナ,マリーナ,名詞-普通名詞-一般,外
漏れ,モレ,名詞-普通名詞-一般,外
唯心,ユイシン,名詞-普通名詞-一般,漢
本船,ホンセン,名詞-普通名詞-一般,漢
労基,ロウキ,名詞-普通名詞-一般,漢
和讃,ワサン,名詞-普通名詞-一般,漢
変成,ヘンセイ,名詞-普通名詞-サ変可能,漢
内耳,ナイジ,名詞-普通名詞-一般,漢
凍傷,トウショウ,名詞-普通名詞-一般,漢
塁,ルイ,名詞-普通名詞-一般,漢
各年,カクネン,名詞-普通名詞-一般,漢
金鉱,キンコウ,名詞-普通名詞-一般,漢
本朝,ホンチョウ,名詞-普通名詞-一般,漢
アスパラ,アスパラ,名詞-普通名詞-一般,外
和親,ワシン,名詞-普通名詞-一般,漢
筆名,ヒツメイ,名詞-普通名詞-一般,漢
歯槽,シソウ,名詞-普通名詞-一般,漢
来,ライ,名詞-普通名詞-一般,外
まとめ役,マトメヤク,名詞-普通名詞-一般,混
ロッキング,ロッキング,名詞-普通名詞-サ変可能,外
誤訳,ゴヤク,名詞-普通名詞-サ変可能,漢
受像,ジュゾウ,名詞-普通名詞-サ変可能,漢
寵児,チョウジ,名詞-普通名詞-一般,漢
もし,モシ,名詞-普通名詞-一般,漢
ポリエステル,ポリエステル,名詞-普通名詞-一般,外
換地,カンチ,名詞-普通名詞-サ変可能,漢
衆徒,シュト,名詞-普通名詞-一般,漢
腕章,ワンショウ,名詞-普通名詞-一般,漢
可及,カキュウ,名詞-普通名詞-一般,漢
るいじゅ,ルイジュ,名詞-普通名詞-サ変可能,漢
サワー,サワー,名詞-普通名詞-一般,外
宝刀,ホウトウ,名詞-普通名詞-一般,漢
ブリーフ,ブリーフ,名詞-普通名詞-サ変可能,外
白線,ハクセン,名詞-普通名詞-一般,漢
設例,セツレイ,名詞-普通名詞-一般,漢
白飯,ハクハン,名詞-普通名詞-一般,漢
フェスタ,フェスタ,名詞-普通名詞-一般,外
明清,ミンシン,名詞-普通名詞-一般,漢
本懐,ホンカイ,名詞-普通名詞-一般,漢
軍属,グンゾク,名詞-普通名詞-一般,漢
ニンフ,ニンフ,名詞-普通名詞-一般,外
チームメート,チームメート,名詞-普通名詞-一般,外
武功,ブコウ,名詞-普通名詞-一般,漢
主教,シュキョウ,名詞-普通名詞-一般,漢
放言,ホウゲン,名詞-普通名詞-サ変可能,漢
軍馬,グンバ,名詞-普通名詞-一般,漢
ミディアム,ミディアム,名詞-普通名詞-一般,外
典範,テンパン,名詞-普通名詞-一般,漢
粗製,ソセイ,名詞-普通名詞-一般,漢
京師,ケイシ,名詞-普通名詞-一般,漢
天窓,テンマド,名詞-普通名詞-一般,混
上端,ジョウタン,名詞-普通名詞-一般,漢
合否,ゴウヒ,名詞-普通名詞-一般,漢
黙読,モクドク,名詞-普通名詞-サ変可能,漢
粘度,ネンド,名詞-普通名詞-一般,漢
ロケーション,ロケーション,名詞-普通名詞-一般,外
苦学,クガク,名詞-普通名詞-サ変可能,漢
エロチシズム,エロチシズム,名詞-普通名詞-一般,外
博学,ハクガク,名詞-普通名詞-形状詞可能,漢
心気,シンキ,名詞-普通名詞-一般,漢
園庭,エンテイ,名詞-普通名詞-一般,漢
大慈,ダイジ,名詞-普通名詞-一般,漢
沈丁,ジンチョウ,名詞-普通名詞-一般,漢
臥床,ガショウ,名詞-普通名詞-サ変可能,漢
毎分,マイフン,名詞-普通名詞-副詞可能,漢
技官,ギカン,名詞-普通名詞-一般,漢
古寺,コジ,名詞-普通名詞-一般,漢
所生,ショセイ,名詞-普通名詞-一般,漢
風姿,フウシ,名詞-普通名詞-一般,漢
カフェオレ,カフェオレ,名詞-普通名詞-一般,外
睡蓮,スイレン,名詞-普通名詞-一般,漢
自賠責,ジバイセキ,名詞-普通名詞-一般,漢
シネマ,シネマ,名詞-普通名詞-一般,外
ヒッチハイク,ヒッチハイク,名詞-普通名詞-一般,外
戒壇,カイダン,名詞-普通名詞-一般,漢
頭突き,ズツキ,名詞-普通名詞-一般,混
接岸,セツガン,名詞-普通名詞-サ変可能,漢
エフ,エフ,名詞-普通名詞-一般,漢
独禁,ドッキン,名詞-普通名詞-一般,漢
火砲,カホウ,名詞-普通名詞-一般,漢
家産,カサン,名詞-普通名詞-一般,漢
一攫,イッカク,名詞-普通名詞-一般,漢
傑物,ケツブツ,名詞-普通名詞-一般,漢
食通,ショクツウ,名詞-普通名詞-一般,漢
コンスタント,コンスタント,名詞-普通名詞-形状詞可能,外
税源,ゼイゲン,名詞-普通名詞-一般,漢
久遠,クオン,名詞-普通名詞-一般,漢
豚骨,トンコツ,名詞-普通名詞-一般,漢
歴戦,レキセン,名詞-普通名詞-一般,漢
摩滅,マメツ,名詞-普通名詞-サ変可能,漢
唐木,トウボク,名詞-普通名詞-一般,漢
両班,ヤンバン,名詞-普通名詞-一般,外
ひん死,ヒンシ,名詞-普通名詞-一般,漢
絵詞,エコトバ,名詞-普通名詞-一般,混
総立ち,ソウダチ,名詞-普通名詞-一般,混
佳人,カジン,名詞-普通名詞-一般,漢
主意,シュイ,名詞-普通名詞-一般,漢
有刺,ユウシ,名詞-普通名詞-一般,漢
グリー,グリー,名詞-普通名詞-一般,外
短調,タンチョウ,名詞-普通名詞-一般,漢
オパール,オパール,名詞-普通名詞-一般,外
胃痛,イツウ,名詞-普通名詞-一般,漢
珍事,チンジ,名詞-普通名詞-一般,漢
エレファント,エレファント,名詞-普通名詞-一般,外
往古,オウコ,名詞-普通名詞-一般,漢
八景,ハッケイ,名詞-普通名詞-一般,漢
丹精,タンセイ,名詞-普通名詞-サ変可能,漢
里程,リテイ,名詞-普通名詞-一般,漢
観劇,カンゲキ,名詞-普通名詞-サ変可能,漢
独壇,ドクダン,名詞-普通名詞-一般,漢
鎮西,チンゼイ,名詞-普通名詞-一般,漢
コースト,コースト,名詞-普通名詞-一般,外
アラビアン,アラビアン,名詞-普通名詞-一般,外
行人,コウジン,名詞-普通名詞-一般,漢
スツール,スツール,名詞-普通名詞-一般,外
リゾット,リゾット,名詞-普通名詞-一般,外
横転,オウテン,名詞-普通名詞-サ変可能,漢
僅少,キンショウ,名詞-普通名詞-形状詞可能,漢
復刊,フッカン,名詞-普通名詞-サ変可能,漢
後塵,コウジン,名詞-普通名詞-一般,漢
放熱,ホウネツ,名詞-普通名詞-サ変可能,漢
食膳,ショクゼン,名詞-普通名詞-一般,漢
選好,センコウ,名詞-普通名詞-サ変可能,漢
伸び,ノビ,名詞-普通名詞-一般,混
旅情,リョジョウ,名詞-普通名詞-一般,漢
人地,ジンチ,名詞-普通名詞-一般,漢
乱獲,ランカク,名詞-普通名詞-サ変可能,漢
用益,ヨウエキ,名詞-普通名詞-一般,漢
害悪,ガイアク,名詞-普通名詞-一般,漢
番役,バンヤク,名詞-普通名詞-一般,漢
フレックスタイム,フレックスタイム,名詞-普通名詞-一般,外
バンダイ,バンダイ,名詞-普通名詞-一般,漢
棒読み,ボウヨミ,名詞-普通名詞-サ変可能,混
ぬれ縁,ヌレエン,名詞-普通名詞-一般,混
敏腕,ビンワン,名詞-普通名詞-形状詞可能,漢
正使,セイシ,名詞-普通名詞-一般,漢
プロテイン,プロテイン,名詞-普通名詞-一般,外
英学,エイガク,名詞-普通名詞-一般,漢
船外,センガイ,名詞-普通名詞-一般,漢
周回,シュウカイ,名詞-普通名詞-サ変可能,漢
奇病,キビョウ,名詞-普通名詞-一般,漢
弁士,ベンシ,名詞-普通名詞-一般,漢
民度,ミンド,名詞-普通名詞-一般,漢
玉条,ギョクジョウ,名詞-普通名詞-一般,漢
金科,キンカ,名詞-普通名詞-一般,漢
才媛,サイエン,名詞-普通名詞-一般,漢
包皮,ホウヒ,名詞-普通名詞-一般,漢
各様,カクヨウ,名詞-普通名詞-一般,漢
将監,ショウゲン,名詞-普通名詞-一般,漢
給費,キュウヒ,名詞-普通名詞-サ変可能,漢
革ジャン,カワジャン,名詞-普通名詞-一般,混
採鉱,サイコウ,名詞-普通名詞-サ変可能,漢
代休,ダイキュウ,名詞-普通名詞-一般,漢
開帳,カイチョウ,名詞-普通名詞-サ変可能,漢
コリン,コリン,名詞-普通名詞-一般,外
夏至,ゲシ,名詞-普通名詞-一般,漢
稼得,カトク,名詞-普通名詞-一般,漢
摩訶,マカ,名詞-普通名詞-一般,外
大弐,ダイニ,名詞-普通名詞-一般,漢
水稲,スイトウ,名詞-普通名詞-一般,漢
五角,ゴカク,名詞-普通名詞-一般,漢
燎原,リョウゲン,名詞-普通名詞-一般,漢
チョボ,チョボ,名詞-普通名詞-一般,漢
海事,カイジ,名詞-普通名詞-一般,漢
ロイヤリティー,ロイヤリティー,名詞-普通名詞-一般,外
そう,ソウ,名詞-普通名詞-一般,漢
歴訪,レキホウ,名詞-普通名詞-サ変可能,漢
後列,コウレツ,名詞-普通名詞-一般,漢
士分,シブン,名詞-普通名詞-一般,漢
得失,トクシツ,名詞-普通名詞-一般,漢
辞意,ジイ,名詞-普通名詞-一般,漢
引見,インケン,名詞-普通名詞-サ変可能,漢
不徳,フトク,名詞-普通名詞-一般,漢
鬼面,キメン,名詞-普通名詞-一般,漢
平明,ヘイメイ,名詞-普通名詞-形状詞可能,漢
情実,ジョウジツ,名詞-普通名詞-一般,漢
ノーザン,ノーザン,名詞-普通名詞-一般,固
町議,チョウギ,名詞-普通名詞-一般,漢
戸別,コベツ,名詞-普通名詞-一般,漢
日額,ニチガク,名詞-普通名詞-一般,漢
無水,ムスイ,名詞-普通名詞-一般,漢
ていい,テイイ,名詞-普通名詞-一般,漢
根菜,コンサイ,名詞-普通名詞-一般,漢
追尾,ツイビ,名詞-普通名詞-サ変可能,漢
禁句,キンク,名詞-普通名詞-一般,漢
満室,マンシツ,名詞-普通名詞-一般,漢
防壁,ボウヘキ,名詞-普通名詞-一般,漢
混戦,コンセン,名詞-普通名詞-サ変可能,漢
精巣,セイソウ,名詞-普通名詞-一般,漢
コスモポリタン,コスモポリタン,名詞-普通名詞-一般,外
送受,ソウジュ,名詞-普通名詞-サ変可能,漢
金塊,キンカイ,名詞-普通名詞-一般,漢
早慶,ソウケイ,名詞-普通名詞-一般,漢
漢人,カンジン,名詞-普通名詞-一般,漢
軍紀,グンキ,名詞-普通名詞-一般,漢
カーネーション,カーネーション,名詞-普通名詞-一般,外
マスタード,マスタード,名詞-普通名詞-一般,外
亀尾,カメオ,名詞-普通名詞-一般,固
ウッド,ウッド,名詞-普通名詞-一般,外
グライダー,グライダー,名詞-普通名詞-一般,外
ブギ,ブギ,名詞-普通名詞-一般,外
三宅,ミヤケ,名詞-普通名詞-一般,混
遠国,オンゴク,名詞-普通名詞-一般,漢
遡行,ソコウ,名詞-普通名詞-サ変可能,漢
結語,ケツゴ,名詞-普通名詞-一般,漢
全寮,ゼンリョウ,名詞-普通名詞-一般,漢
四区,ヨンク,名詞-普通名詞-一般,混
コンコルド,コンコルド,名詞-普通名詞-一般,外
地ならし,ジナラシ,名詞-普通名詞-一般,混
一脈,イチミャク,名詞-普通名詞-一般,漢
無血,ムケツ,名詞-普通名詞-一般,漢
絶無,ゼツム,名詞-普通名詞-形状詞可能,漢
慢心,マンシン,名詞-普通名詞-サ変可能,漢
爾後,ジゴ,名詞-普通名詞-一般,漢
デリバリー,デリバリー,名詞-普通名詞-一般,外
ギロチン,ギロチン,名詞-普通名詞-一般,外
光背,コウハイ,名詞-普通名詞-一般,漢
銀紙,ギンガミ,名詞-普通名詞-一般,混
管見,カンケン,名詞-普通名詞-一般,漢
減刑,ゲンケイ,名詞-普通名詞-サ変可能,漢
宝蔵,ホウゾウ,名詞-普通名詞-一般,漢
金券,キンケン,名詞-普通名詞-一般,漢
ギャルソン,ギャルソン,名詞-普通名詞-一般,外
幽鬼,ユウキ,名詞-普通名詞-一般,漢
ベースボール,ベースボール,名詞-普通名詞-一般,外
一下,イッカ,名詞-普通名詞-副詞可能,漢
渠,キョ,名詞-普通名詞-一般,漢
平伏,ヘイフク,名詞-普通名詞-サ変可能,漢
養親,ヨウシン,名詞-普通名詞-一般,漢
親米,シンベイ,名詞-普通名詞-一般,漢
しか,シカ,名詞-普通名詞-一般,漢
アメーバ,アメーバ,名詞-普通名詞-一般,外
裸眼,ラガン,名詞-普通名詞-一般,漢
銀器,ギンキ,名詞-普通名詞-一般,漢
原義,ゲンギ,名詞-普通名詞-一般,漢
プレゼンス,プレゼンス,名詞-普通名詞-一般,外
担任,タンニン,名詞-普通名詞-一般,外
例題,レイダイ,名詞-普通名詞-一般,漢
救難,キュウナン,名詞-普通名詞-一般,漢
静態,セイタイ,名詞-普通名詞-一般,漢
強襲,キョウシュウ,名詞-普通名詞-サ変可能,漢
武備,ブビ,名詞-普通名詞-一般,漢
差配,サハイ,名詞-普通名詞-サ変可能,漢
勾引,コウイン,名詞-普通名詞-サ変可能,漢
僚,リョウ,名詞-普通名詞-一般,漢
名優,メイユウ,名詞-普通名詞-一般,漢
ヒレ,ヒレ,名詞-普通名詞-一般,外
乱交,ランコウ,名詞-普通名詞-一般,漢
近侍,キンジ,名詞-普通名詞-サ変可能,漢
エステティック,エステティック,名詞-普通名詞-一般,外
繁忙,ハンボウ,名詞-普通名詞-形状詞可能,漢
速成,ソクセイ,名詞-普通名詞-サ変可能,漢
ジャスミン,ジャスミン,名詞-普通名詞-一般,外
理化学,リカガク,名詞-普通名詞-一般,漢
トラッキング,トラッキング,名詞-普通名詞-一般,外
城兵,ジョウヘイ,名詞-普通名詞-一般,漢
マジョリティー,マジョリティー,名詞-普通名詞-一般,外
落涙,ラクルイ,名詞-普通名詞-サ変可能,漢
宥和,ユウワ,名詞-普通名詞-サ変可能,漢
不漁,フリョウ,名詞-普通名詞-一般,漢
摘要,テキヨウ,名詞-普通名詞-一般,漢
孤軍,コグン,名詞-普通名詞-一般,漢
コンポーネント,コンポーネント,名詞-普通名詞-一般,外
カンテラ,カンテラ,名詞-普通名詞-一般,外
土工,ドコウ,名詞-普通名詞-一般,漢
以東,イトウ,名詞-普通名詞-一般,漢
変心,ヘンシン,名詞-普通名詞-サ変可能,漢
宿老,シュクロウ,名詞-普通名詞-一般,漢
極性,キョクセイ,名詞-普通名詞-一般,漢
見性,ケンショウ,名詞-普通名詞-サ変可能,漢
暴騰,ボウトウ,名詞-普通名詞-サ変可能,漢
腰部,ヨウブ,名詞-普通名詞-一般,漢
隷従,レイジュウ,名詞-普通名詞-サ変可能,漢
折伏,シャクブク,名詞-普通名詞-サ変可能,漢
檄文,ゲキブン,名詞-普通名詞-一般,漢
コンファレンス,コンファレンス,名詞-普通名詞-一般,外
発句,ホック,名詞-普通名詞-一般,漢
シャボン,シャボン,名詞-普通名詞-一般,外
乗艦,ジョウカン,名詞-普通名詞-サ変可能,漢
才女,サイジョ,名詞-普通名詞-一般,漢
陥穽,カンセイ,名詞-普通名詞-一般,漢
じし,ジシ,名詞-普通名詞-一般,漢
懇話,コンワ,名詞-普通名詞-一般,漢
相反,ソウハン,名詞-普通名詞-一般,漢
陵墓,リョウボ,名詞-普通名詞-一般,漢
銅鐸,ドウタク,名詞-普通名詞-一般,漢
守殿,シュデン,名詞-普通名詞-一般,漢
Ａ,アンペア,名詞-普通名詞-一般,外
戦々,センセン,名詞-普通名詞-一般,漢
サリドマイド,サリドマイド,名詞-普通名詞-一般,外
キャパ,キャパ,名詞-普通名詞-一般,外
炭田,タンデン,名詞-普通名詞-一般,漢
秘録,ヒロク,名詞-普通名詞-一般,漢
徳政,トクセイ,名詞-普通名詞-一般,漢
条々,ジョウジョウ,名詞-普通名詞-一般,漢
砲身,ホウシン,名詞-普通名詞-一般,漢
釣り具,ツリグ,名詞-普通名詞-一般,混
梅林,バイリン,名詞-普通名詞-一般,漢
鑑札,カンサツ,名詞-普通名詞-一般,漢
グース,グース,名詞-普通名詞-一般,外
争乱,ソウラン,名詞-普通名詞-一般,漢
警衛,ケイエイ,名詞-普通名詞-サ変可能,漢
左辺,サヘン,名詞-普通名詞-一般,漢
好適,コウテキ,名詞-普通名詞-形状詞可能,漢
廃水,ハイスイ,名詞-普通名詞-一般,漢
塔婆,トウバ,名詞-普通名詞-一般,外
アニミズム,アニミズム,名詞-普通名詞-一般,外
ドリブル,ドリブル,名詞-普通名詞-サ変可能,外
山容,サンヨウ,名詞-普通名詞-一般,漢
宝玉,ホウギョク,名詞-普通名詞-一般,漢
本妻,ホンサイ,名詞-普通名詞-一般,漢
陸戦,リクセン,名詞-普通名詞-一般,漢
綱目,コウモク,名詞-普通名詞-一般,漢
揮毫,キゴウ,名詞-普通名詞-サ変可能,漢
神名,シンメイ,名詞-普通名詞-一般,漢
ダイジェスト,ダイジェスト,名詞-普通名詞-サ変可能,外
治下,チカ,名詞-普通名詞-一般,漢
措定,ソテイ,名詞-普通名詞-サ変可能,漢
さいのかわら,サイノカワラ,名詞-普通名詞-一般,混
真人,シンジン,名詞-普通名詞-一般,漢
ライチョウ,ライチョウ,名詞-普通名詞-一般,漢
暖流,ダンリュウ,名詞-普通名詞-一般,漢
待避,タイヒ,名詞-普通名詞-サ変可能,漢
ゲシュタルト,ゲシュタルト,名詞-普通名詞-一般,外
自壊,ジカイ,名詞-普通名詞-サ変可能,漢
今夕,コンユウ,名詞-普通名詞-副詞可能,混
俗論,ゾクロン,名詞-普通名詞-一般,漢
寸断,スンダン,名詞-普通名詞-サ変可能,漢
省内,ショウナイ,名詞-普通名詞-一般,漢
かいぎゃく,カイギャク,名詞-普通名詞-一般,漢
有段,ユウダン,名詞-普通名詞-一般,漢
半殺し,ハンゴロシ,名詞-普通名詞-一般,混
破談,ハダン,名詞-普通名詞-一般,漢
フィーバー,フィーバー,名詞-普通名詞-サ変可能,外
線分,センブン,名詞-普通名詞-一般,漢
楚歌,ソカ,名詞-普通名詞-一般,漢
新雪,シンセツ,名詞-普通名詞-一般,漢
雷同,ライドウ,名詞-普通名詞-サ変可能,漢
バスケ,バスケ,名詞-普通名詞-サ変可能,外
崖下,ガイカ,名詞-普通名詞-一般,漢
西走,セイソウ,名詞-普通名詞-一般,漢
極大,キョクダイ,名詞-普通名詞-一般,漢
白道,ハクドウ,名詞-普通名詞-一般,漢
レセプト,レセプト,名詞-普通名詞-一般,外
克己,コッキ,名詞-普通名詞-一般,漢
泰山,タイザン,名詞-普通名詞-一般,漢
論及,ロンキュウ,名詞-普通名詞-サ変可能,漢
腹案,フクアン,名詞-普通名詞-一般,漢
聖別,セイベツ,名詞-普通名詞-サ変可能,漢
腰椎,ヨウツイ,名詞-普通名詞-一般,漢
墓前,ボゼン,名詞-普通名詞-一般,漢
屯所,トンショ,名詞-普通名詞-一般,漢
傍系,ボウケイ,名詞-普通名詞-一般,漢
秘術,ヒジュツ,名詞-普通名詞-一般,漢
タルタル,タルタル,名詞-普通名詞-一般,外
官立,カンリツ,名詞-普通名詞-一般,漢
わや,ワヤ,名詞-普通名詞-形状詞可能,漢
束帯,ソクタイ,名詞-普通名詞-一般,漢
末節,マッセツ,名詞-普通名詞-一般,漢
工費,コウヒ,名詞-普通名詞-一般,漢
可燃,カネン,名詞-普通名詞-一般,漢
君側,クンソク,名詞-普通名詞-一般,漢
シャーシー,シャーシー,名詞-普通名詞-一般,外
近景,キンケイ,名詞-普通名詞-一般,漢
女囚,ジョシュウ,名詞-普通名詞-一般,漢
ロココ,ロココ,名詞-普通名詞-一般,外
浮動,フドウ,名詞-普通名詞-サ変可能,漢
対数,タイスウ,名詞-普通名詞-一般,漢
上掲,ジョウケイ,名詞-普通名詞-一般,漢
パラサイト,パラサイト,名詞-普通名詞-一般,外
専権,センケン,名詞-普通名詞-一般,漢
老廃,ロウハイ,名詞-普通名詞-一般,漢
夜光,ヤコウ,名詞-普通名詞-一般,漢
テンプレート,テンプレート,名詞-普通名詞-一般,外
日帝,ニッテイ,名詞-普通名詞-一般,漢
災禍,サイカ,名詞-普通名詞-一般,漢
市制,シセイ,名詞-普通名詞-一般,漢
戦備,センビ,名詞-普通名詞-一般,漢
法印,ホウイン,名詞-普通名詞-一般,漢
封切り,フウキリ,名詞-普通名詞-一般,混
納金,ノウキン,名詞-普通名詞-サ変可能,漢
勲功,クンコウ,名詞-普通名詞-一般,漢
汚泥,オデイ,名詞-普通名詞-一般,漢
父権,フケン,名詞-普通名詞-一般,漢
職階,ショッカイ,名詞-普通名詞-一般,漢
辛酸,シンサン,名詞-普通名詞-一般,漢
宣旨,センジ,名詞-普通名詞-一般,漢
五味,ゴミ,名詞-普通名詞-一般,漢
