表記,読み,品詞,語種
公司,コウシ,名詞-普通名詞-一般,漢
ベット,ベット,名詞-普通名詞-一般,外
色調,シキチョウ,名詞-普通名詞-一般,漢
コウ,コウ,名詞-普通名詞-一般,漢
病者,ビョウシャ,名詞-普通名詞-一般,漢
コレクター,コレクター,名詞-普通名詞-一般,外
祖,オヤ,名詞-普通名詞-一般,漢
収束,シュウソク,名詞-普通名詞-サ変可能,漢
リン酸,リンサン,名詞-普通名詞-一般,漢
欄干,ランカン,名詞-普通名詞-一般,漢
剣客,ケンカク,名詞-普通名詞-一般,漢
地底,チテイ,名詞-普通名詞-一般,漢
悪態,アクタイ,名詞-普通名詞-一般,漢
放心,ホウシン,名詞-普通名詞-サ変可能,漢
妙法,ミョウホウ,名詞-普通名詞-一般,漢
ジョイント,ジョイント,名詞-普通名詞-サ変可能,外
こう着,コウチャク,名詞-普通名詞-サ変可能,漢
他県,タケン,名詞-普通名詞-一般,漢
救護,キュウゴ,名詞-普通名詞-サ変可能,漢
侮蔑,ブベツ,名詞-普通名詞-サ変可能,漢
管領,カンリョウ,名詞-普通名詞-サ変可能,漢
外気,ガイキ,名詞-普通名詞-一般,漢
府内,フナイ,名詞-普通名詞-一般,漢
有頂天,ウチョウテン,名詞-普通名詞-形状詞可能,漢
サポーター,サポーター,名詞-普通名詞-一般,外
衆生,シュジョウ,名詞-普通名詞-一般,漢
横丁,ヨコチョウ,名詞-普通名詞-一般,混
書評,ショヒョウ,名詞-普通名詞-一般,漢
与力,ヨリキ,名詞-普通名詞-一般,漢
入室,ニュウシツ,名詞-普通名詞-サ変可能,漢
抗原,コウゲン,名詞-普通名詞-一般,漢
心拍,シンパク,名詞-普通名詞-一般,漢
ウエーブ,ウエーブ,名詞-普通名詞-サ変可能,外
爬虫,ハチュウ,名詞-普通名詞-一般,漢
チョコ,チョコ,名詞-普通名詞-一般,外
外形,ガイケイ,名詞-普通名詞-一般,漢
産婆,サンバ,名詞-普通名詞-一般,漢
行軍,コウグン,名詞-普通名詞-サ変可能,漢
加筆,カヒツ,名詞-普通名詞-サ変可能,漢
セッション,セッション,名詞-普通名詞-一般,外
変調,ヘンチョウ,名詞-普通名詞-サ変可能,漢
天災,テンサイ,名詞-普通名詞-一般,漢
先達,センダツ,名詞-普通名詞-サ変可能,漢
放牧,ホウボク,名詞-普通名詞-サ変可能,漢
打算,ダサン,名詞-普通名詞-サ変可能,漢
急所,キュウショ,名詞-普通名詞-一般,漢
網膜,モウマク,名詞-普通名詞-一般,漢
透視,トウシ,名詞-普通名詞-サ変可能,漢
遺構,イコウ,名詞-普通名詞-一般,漢
醜悪,シュウアク,名詞-普通名詞-形状詞可能,漢
エロス,エロス,名詞-普通名詞-一般,外
真正,シンセイ,名詞-普通名詞-形状詞可能,漢
公方,クボウ,名詞-普通名詞-一般,漢
減税,ゲンゼイ,名詞-普通名詞-サ変可能,漢
茶会,チャカイ,名詞-普通名詞-一般,漢
首席,シュセキ,名詞-普通名詞-一般,漢
都民,トミン,名詞-普通名詞-一般,漢
企図,キト,名詞-普通名詞-サ変可能,漢
強奪,ゴウダツ,名詞-普通名詞-サ変可能,漢
辞表,ジヒョウ,名詞-普通名詞-一般,漢
県庁,ケンチョウ,名詞-普通名詞-一般,漢
切除,セツジョ,名詞-普通名詞-サ変可能,漢
海路,カイロ,名詞-普通名詞-一般,漢
除草,ジョソウ,名詞-普通名詞-サ変可能,漢
五体,ゴタイ,名詞-普通名詞-一般,漢
昇華,ショウカ,名詞-普通名詞-サ変可能,漢
チョーク,チョーク,名詞-普通名詞-一般,外
正装,セイソウ,名詞-普通名詞-サ変可能,漢
ヘビー,ヘビー,名詞-普通名詞-形状詞可能,外
皇女,オウジョ,名詞-普通名詞-一般,漢
果,カ,名詞-普通名詞-一般,漢
粘着,ネンチャク,名詞-普通名詞-サ変可能,漢
等身,トウシン,名詞-普通名詞-一般,漢
プロット,プロット,名詞-普通名詞-サ変可能,外
調教,チョウキョウ,名詞-普通名詞-サ変可能,漢
デマ,デマ,名詞-普通名詞-一般,外
公文,コウブン,名詞-普通名詞-一般,漢
拝借,ハイシャク,名詞-普通名詞-サ変可能,漢
オーロラ,オーロラ,名詞-普通名詞-一般,外
機転,キテン,名詞-普通名詞-一般,漢
マンモス,マンモス,名詞-普通名詞-一般,外
チェリー,チェリー,名詞-普通名詞-一般,外
古人,コジン,名詞-普通名詞-一般,漢
治水,チスイ,名詞-普通名詞-サ変可能,漢
上座,ジョウザ,名詞-普通名詞-一般,漢
兼業,ケンギョウ,名詞-普通名詞-サ変可能,漢
革製,カワセイ,名詞-普通名詞-一般,混
大政,タイセイ,名詞-普通名詞-一般,漢
景品,ケイヒン,名詞-普通名詞-一般,漢
イヤー,イヤー,名詞-普通名詞-一般,外
畏怖,イフ,名詞-普通名詞-サ変可能,漢
定刻,テイコク,名詞-普通名詞-一般,漢
不和,フワ,名詞-普通名詞-形状詞可能,漢
内政,ナイセイ,名詞-普通名詞-一般,漢
女御,ニョウゴ,名詞-普通名詞-一般,漢
中一,チュウイチ,名詞-普通名詞-一般,漢
公刊,コウカン,名詞-普通名詞-サ変可能,漢
戦果,センカ,名詞-普通名詞-一般,漢
疑心,ギシン,名詞-普通名詞-一般,漢
ジープ,ジープ,名詞-普通名詞-一般,外
推挙,スイキョ,名詞-普通名詞-サ変可能,漢
心労,シンロウ,名詞-普通名詞-一般,漢
燭台,ショクダイ,名詞-普通名詞-一般,漢
渓流,ケイリュウ,名詞-普通名詞-一般,漢
オペレーター,オペレーター,名詞-普通名詞-一般,外
警鐘,ケイショウ,名詞-普通名詞-一般,漢
抗癌,コウガン,名詞-普通名詞-一般,漢
看守,カンシュ,名詞-普通名詞-一般,漢
理系,リケイ,名詞-普通名詞-一般,漢
壮年,ソウネン,名詞-普通名詞-一般,漢
凡人,ボンジン,名詞-普通名詞-一般,漢
算術,サンジュツ,名詞-普通名詞-一般,漢
過信,カシン,名詞-普通名詞-サ変可能,漢
唯物,ユイブツ,名詞-普通名詞-一般,漢
リミット,リミット,名詞-普通名詞-一般,外
釈明,シャクメイ,名詞-普通名詞-サ変可能,漢
愛犬,アイケン,名詞-普通名詞-一般,漢
暗唱,アンショウ,名詞-普通名詞-サ変可能,漢
偏,ヘン,名詞-普通名詞-一般,漢
馬場,ババ,名詞-普通名詞-一般,混
脇役,ワキヤク,名詞-普通名詞-一般,混
昇降,ショウコウ,名詞-普通名詞-サ変可能,漢
迎合,ゲイゴウ,名詞-普通名詞-サ変可能,漢
整列,セイレツ,名詞-普通名詞-サ変可能,漢
屈強,クッキョウ,名詞-普通名詞-形状詞可能,漢
論旨,ロンシ,名詞-普通名詞-一般,漢
肉眼,ニクガン,名詞-普通名詞-一般,漢
棺桶,カンオケ,名詞-普通名詞-一般,混
下女,ゲジョ,名詞-普通名詞-一般,漢
投獄,トウゴク,名詞-普通名詞-サ変可能,漢
乱闘,ラントウ,名詞-普通名詞-サ変可能,漢
ウエスタン,ウエスタン,名詞-普通名詞-一般,外
圧勝,アッショウ,名詞-普通名詞-サ変可能,漢
内野,ナイヤ,名詞-普通名詞-一般,漢
頭目,トウモク,名詞-普通名詞-一般,漢
擁立,ヨウリツ,名詞-普通名詞-サ変可能,漢
投合,トウゴウ,名詞-普通名詞-サ変可能,漢
苑,エン,名詞-普通名詞-一般,漢
剣術,ケンジュツ,名詞-普通名詞-一般,漢
風化,フウカ,名詞-普通名詞-サ変可能,漢
磁場,ジバ,名詞-普通名詞-一般,混
林野,リンヤ,名詞-普通名詞-一般,漢
軟弱,ナンジャク,名詞-普通名詞-形状詞可能,漢
節分,セツブン,名詞-普通名詞-一般,漢
柔和,ニュウワ,名詞-普通名詞-形状詞可能,漢
大綱,タイコウ,名詞-普通名詞-一般,漢
入籍,ニュウセキ,名詞-普通名詞-サ変可能,漢
本筋,ホンスジ,名詞-普通名詞-一般,混
山水,サンスイ,名詞-普通名詞-一般,漢
天女,テンニョ,名詞-普通名詞-一般,漢
大麻,タイマ,名詞-普通名詞-一般,漢
ストライク,ストライク,名詞-普通名詞-一般,外
精緻,セイチ,名詞-普通名詞-形状詞可能,漢
水筒,スイトウ,名詞-普通名詞-一般,漢
抑揚,ヨクヨウ,名詞-普通名詞-一般,漢
テレホン,テレホン,名詞-普通名詞-一般,外
体積,タイセキ,名詞-普通名詞-一般,漢
流水,リュウスイ,名詞-普通名詞-一般,漢
高見,コウケン,名詞-普通名詞-一般,漢
禁断,キンダン,名詞-普通名詞-サ変可能,漢
文系,ブンケイ,名詞-普通名詞-一般,漢
豪邸,ゴウテイ,名詞-普通名詞-一般,漢
劇画,ゲキガ,名詞-普通名詞-一般,漢
刷新,サッシン,名詞-普通名詞-サ変可能,漢
復権,フッケン,名詞-普通名詞-サ変可能,漢
陰性,インセイ,名詞-普通名詞-形状詞可能,漢
語呂,ゴロ,名詞-普通名詞-一般,漢
日日,ヒビ,名詞-普通名詞-一般,混
啓示,ケイジ,名詞-普通名詞-サ変可能,漢
湖水,コスイ,名詞-普通名詞-一般,漢
余生,ヨセイ,名詞-普通名詞-一般,漢
標語,ヒョウゴ,名詞-普通名詞-一般,漢
風物,フウブツ,名詞-普通名詞-一般,漢
成り金,ナリキン,名詞-普通名詞-一般,混
不覚,フカク,名詞-普通名詞-形状詞可能,漢
岩壁,ガンペキ,名詞-普通名詞-一般,漢
高位,コウイ,名詞-普通名詞-一般,漢
波布,ハブ,名詞-普通名詞-一般,漢
巨,キョ,名詞-普通名詞-一般,漢
跳躍,チョウヤク,名詞-普通名詞-サ変可能,漢
エメラルド,エメラルド,名詞-普通名詞-一般,外
悲壮,ヒソウ,名詞-普通名詞-形状詞可能,漢
ピント,ピント,名詞-普通名詞-一般,外
吹聴,フイチョウ,名詞-普通名詞-サ変可能,漢
場内,ジョウナイ,名詞-普通名詞-一般,漢
機運,キウン,名詞-普通名詞-一般,漢
流血,リュウケツ,名詞-普通名詞-一般,漢
プロレタリア,プロレタリア,名詞-普通名詞-一般,外
弱小,ジャクショウ,名詞-普通名詞-形状詞可能,漢
異臭,イシュウ,名詞-普通名詞-一般,漢
抵触,テイショク,名詞-普通名詞-サ変可能,漢
控え室,ヒカエシツ,名詞-普通名詞-一般,混
インプット,インプット,名詞-普通名詞-サ変可能,外
観覧,カンラン,名詞-普通名詞-サ変可能,漢
甲冑,カッチュウ,名詞-普通名詞-一般,漢
陰茎,インケイ,名詞-普通名詞-一般,漢
娑婆,シャバ,名詞-普通名詞-一般,外
校門,コウモン,名詞-普通名詞-一般,漢
夜食,ヤショク,名詞-普通名詞-一般,漢
同国,ドウコク,名詞-普通名詞-一般,漢
バーチャル,バーチャル,名詞-普通名詞-一般,外
元服,ゲンプク,名詞-普通名詞-サ変可能,漢
ラット,ラット,名詞-普通名詞-一般,外
艦艇,カンテイ,名詞-普通名詞-一般,漢
養女,ヨウジョ,名詞-普通名詞-一般,漢
収れん,シュウレン,名詞-普通名詞-サ変可能,漢
スキン,スキン,名詞-普通名詞-一般,外
米英,ベイエイ,名詞-普通名詞-一般,漢
勃興,ボッコウ,名詞-普通名詞-サ変可能,漢
風刺,フウシ,名詞-普通名詞-サ変可能,漢
増補,ゾウホ,名詞-普通名詞-サ変可能,漢
時機,ジキ,名詞-普通名詞-一般,漢
特種,トクダネ,名詞-普通名詞-一般,漢
送還,ソウカン,名詞-普通名詞-サ変可能,漢
全能,ゼンノウ,名詞-普通名詞-一般,漢
官位,カンイ,名詞-普通名詞-一般,漢
羽毛,ウモウ,名詞-普通名詞-一般,漢
訳語,ヤクゴ,名詞-普通名詞-一般,漢
バスト,バスト,名詞-普通名詞-一般,外
工面,クメン,名詞-普通名詞-サ変可能,漢
自得,ジトク,名詞-普通名詞-サ変可能,漢
無害,ムガイ,名詞-普通名詞-形状詞可能,漢
承継,ショウケイ,名詞-普通名詞-サ変可能,漢
学資,ガクシ,名詞-普通名詞-一般,漢
半紙,ハンシ,名詞-普通名詞-一般,漢
童貞,ドウテイ,名詞-普通名詞-一般,漢
終着,シュウチャク,名詞-普通名詞-一般,漢
諸藩,ショハン,名詞-普通名詞-一般,漢
さい配,サイハイ,名詞-普通名詞-一般,漢
硫酸,リュウサン,名詞-普通名詞-一般,漢
四海,シカイ,名詞-普通名詞-一般,漢
サリー,サリー,名詞-普通名詞-一般,外
眼光,ガンコウ,名詞-普通名詞-一般,漢
漸進,ゼンシン,名詞-普通名詞-サ変可能,漢
マーキング,マーキング,名詞-普通名詞-サ変可能,外
海産,カイサン,名詞-普通名詞-一般,漢
要職,ヨウショク,名詞-普通名詞-一般,漢
功徳,クドク,名詞-普通名詞-一般,漢
助役,ジョヤク,名詞-普通名詞-一般,漢
ローテーション,ローテーション,名詞-普通名詞-一般,外
公道,コウドウ,名詞-普通名詞-一般,漢
林立,リンリツ,名詞-普通名詞-サ変可能,漢
名家,メイカ,名詞-普通名詞-一般,漢
意表,イヒョウ,名詞-普通名詞-一般,漢
悦,エツ,名詞-普通名詞-一般,漢
硬貨,コウカ,名詞-普通名詞-一般,漢
画素,ガソ,名詞-普通名詞-一般,漢
方丈,ホウジョウ,名詞-普通名詞-一般,漢
エクスプローラー,エクスプローラー,名詞-普通名詞-一般,外
卵巣,ランソウ,名詞-普通名詞-一般,漢
帰依,キエ,名詞-普通名詞-サ変可能,漢
胃癌,イガン,名詞-普通名詞-一般,漢
定規,ジョウギ,名詞-普通名詞-一般,漢
西域,セイイキ,名詞-普通名詞-一般,漢
碁,ゴ,名詞-普通名詞-一般,漢
特化,トッカ,名詞-普通名詞-サ変可能,漢
演歌,エンカ,名詞-普通名詞-一般,漢
変転,ヘンテン,名詞-普通名詞-サ変可能,漢
フロッピー,フロッピー,名詞-普通名詞-一般,外
立憲,リッケン,名詞-普通名詞-一般,漢
バッジ,バッジ,名詞-普通名詞-一般,外
雑居,ザッキョ,名詞-普通名詞-サ変可能,漢
比類,ヒルイ,名詞-普通名詞-一般,漢
末日,マツジツ,名詞-普通名詞-一般,漢
踏み台,フミダイ,名詞-普通名詞-一般,混
入団,ニュウダン,名詞-普通名詞-サ変可能,漢
師弟,シテイ,名詞-普通名詞-一般,漢
便益,ベンエキ,名詞-普通名詞-一般,漢
洛中,ラクチュウ,名詞-普通名詞-一般,漢
公判,コウハン,名詞-普通名詞-一般,漢
一役,ヒトヤク,名詞-普通名詞-一般,混
反故,ホゴ,名詞-普通名詞-一般,漢
併記,ヘイキ,名詞-普通名詞-サ変可能,漢
考証,コウショウ,名詞-普通名詞-サ変可能,漢
陰湿,インシツ,名詞-普通名詞-形状詞可能,漢
休戦,キュウセン,名詞-普通名詞-サ変可能,漢
インストラクター,インストラクター,名詞-普通名詞-一般,外
ルック,ルック,名詞-普通名詞-一般,外
地べた,ジベタ,名詞-普通名詞-一般,混
排便,ハイベン,名詞-普通名詞-サ変可能,漢
ホープ,ホープ,名詞-普通名詞-一般,外
し緩,シカン,名詞-普通名詞-サ変可能,漢
修辞,シュウジ,名詞-普通名詞-一般,漢
気休め,キヤスメ,名詞-普通名詞-一般,混
歩合,ブアイ,名詞-普通名詞-一般,混
党内,トウナイ,名詞-普通名詞-一般,漢
省令,ショウレイ,名詞-普通名詞-一般,漢
スパイス,スパイス,名詞-普通名詞-一般,外
蛇足,ダソク,名詞-普通名詞-一般,漢
上気,ジョウキ,名詞-普通名詞-サ変可能,漢
安住,アンジュウ,名詞-普通名詞-サ変可能,漢
遺稿,イコウ,名詞-普通名詞-一般,漢
名実,メイジツ,名詞-普通名詞-一般,漢
待望,タイボウ,名詞-普通名詞-サ変可能,漢
個数,コスウ,名詞-普通名詞-一般,漢
傾倒,ケイトウ,名詞-普通名詞-サ変可能,漢
デッド,デッド,名詞-普通名詞-形状詞可能,外
貯水,チョスイ,名詞-普通名詞-サ変可能,漢
惨劇,サンゲキ,名詞-普通名詞-一般,漢
儒者,ジュシャ,名詞-普通名詞-一般,漢
正真,ショウシン,名詞-普通名詞-一般,漢
ワクチン,ワクチン,名詞-普通名詞-一般,外
激昂,ゲッコウ,名詞-普通名詞-サ変可能,漢
惰性,ダセイ,名詞-普通名詞-一般,漢
違憲,イケン,名詞-普通名詞-一般,漢
降参,コウサン,名詞-普通名詞-サ変可能,漢
上申,ジョウシン,名詞-普通名詞-サ変可能,漢
加護,カゴ,名詞-普通名詞-サ変可能,漢
和洋,ワヨウ,名詞-普通名詞-一般,漢
居士,コジ,名詞-普通名詞-一般,漢
裁断,サイダン,名詞-普通名詞-サ変可能,漢
素行,ソコウ,名詞-普通名詞-一般,漢
