"見出し語彙素
Lexeme","標準的（新聞）表記
Standard (Newspaper) Orthography","標準的読み方（カタカナ）
Standard Reading (Katakana)","品詞
Part of Speech","
語種
Word Origin Type"
臆病,臆病,オクビョウ,名詞-普通名詞-形状詞可能,漢
感受,感受,カンジュ,名詞-普通名詞-サ変可能,漢
発端,発端,ホッタン,名詞-普通名詞-一般,漢
拷問,拷問,ゴウモン,名詞-普通名詞-サ変可能,漢
物体,物体,ブッタイ,名詞-普通名詞-一般,漢
蒟蒻,コンニャク,コンニャク,名詞-普通名詞-一般,漢
ダメージ,ダメージ,ダメージ,名詞-普通名詞-一般,外
藩士,藩士,ハンシ,名詞-普通名詞-一般,漢
半日,半日,ハンニチ,名詞-普通名詞-副詞可能,漢
ストリート,ストリート,ストリート,名詞-普通名詞-一般,外
内海,内海,ナイカイ,名詞-普通名詞-一般,漢
贈与,贈与,ゾウヨ,名詞-普通名詞-サ変可能,漢
楼,楼,ロウ,名詞-普通名詞-一般,漢
街路,街路,ガイロ,名詞-普通名詞-一般,漢
故意,故意,コイ,名詞-普通名詞-一般,漢
本拠,本拠,ホンキョ,名詞-普通名詞-一般,漢
書院,書院,ショイン,名詞-普通名詞-一般,漢
掌握,掌握,ショウアク,名詞-普通名詞-サ変可能,漢
牡丹,ボタン,ボタン,名詞-普通名詞-一般,漢
胡椒,胡椒,コショウ,名詞-普通名詞-一般,漢
搭載,搭載,トウサイ,名詞-普通名詞-サ変可能,漢
巡礼,巡礼,ジュンレイ,名詞-普通名詞-サ変可能,漢
反響,反響,ハンキョウ,名詞-普通名詞-サ変可能,漢
繁盛,繁盛,ハンジョウ,名詞-普通名詞-サ変可能,漢
考古,考古,コウコ,名詞-普通名詞-一般,漢
入会,入会,ニュウカイ,名詞-普通名詞-サ変可能,漢
コック鱻cook,コック,コック,名詞-普通名詞-一般,外
軍団,軍団,グンダン,名詞-普通名詞-一般,漢
感嘆,感嘆,カンタン,名詞-普通名詞-サ変可能,漢
漁船,漁船,ギョセン,名詞-普通名詞-一般,漢
初歩,初歩,ショホ,名詞-普通名詞-一般,漢
包装,包装,ホウソウ,名詞-普通名詞-サ変可能,漢
序,序,ジョ,名詞-普通名詞-一般,漢
土木,土木,ドボク,名詞-普通名詞-一般,漢
図形,図形,ガンメン,名詞-普通名詞-一般,漢
顔面,顔面,ズケイ,名詞-普通名詞-一般,漢
所蔵,所蔵,ショゾウ,名詞-普通名詞-サ変可能,漢
遊園,遊園,ユウエン,名詞-普通名詞-一般,漢
整合,整合,セイゴウ,名詞-普通名詞-サ変可能,漢
熱狂,熱狂,ネッキョウ,名詞-普通名詞-サ変可能,漢
マクロ,マクロ,マクロ,名詞-普通名詞-形状詞可能,外
排泄,排泄,ハイセツ,名詞-普通名詞-サ変可能,漢
異議,異議,イギ,名詞-普通名詞-一般,漢
バナナ,バナナ,バナナ,名詞-普通名詞-一般,外
呼応,呼応,コオウ,名詞-普通名詞-サ変可能,漢
妖怪,妖怪,ヨウカイ,名詞-普通名詞-一般,漢
指紋,指紋,シモン,名詞-普通名詞-一般,漢
拡散,拡散,カクサン,名詞-普通名詞-サ変可能,漢
荒廃,荒廃,コウハイ,名詞-普通名詞-サ変可能,漢
パッケージ,パッケージ,パッケージ,名詞-普通名詞-サ変可能,外
蓮華,レンゲ,レンゲ,名詞-普通名詞-一般,漢
オーダー,オーダー,オーダー,名詞-普通名詞-サ変可能,外
勃発,ぼっ発,ボッパツ,名詞-普通名詞-サ変可能,漢
税制,税制,ゼイセイ,名詞-普通名詞-一般,漢
蛍光,蛍光,ケイコウ,名詞-普通名詞-一般,漢
プレート,プレート,プレート,名詞-普通名詞-一般,外
大蒜,ニンニク,ニンニク,名詞-普通名詞-一般,漢
同書,同書,ドウショ,名詞-普通名詞-一般,漢
妻子,妻子,サイシ,名詞-普通名詞-一般,漢
コンビ,コンビ,コンビ,名詞-普通名詞-一般,外
消毒,消毒,ショウドク,名詞-普通名詞-サ変可能,漢
再編,再編,サイヘン,名詞-普通名詞-サ変可能,漢
トランク,トランク,トランク,名詞-普通名詞-一般,外
神殿,神殿,シンデン,名詞-普通名詞-一般,漢
守備,守備,シュビ,名詞-普通名詞-サ変可能,漢
縁起,縁起,エンギ,名詞-普通名詞-一般,漢
共生,共生,キョウセイ,名詞-普通名詞-サ変可能,漢
信,信,シン,名詞-普通名詞-一般,漢
配属,配属,ハイゾク,名詞-普通名詞-サ変可能,漢
一転,一転,イッテン,名詞-普通名詞-サ変可能,漢
催促,催促,サイソク,名詞-普通名詞-サ変可能,漢
演劇,演劇,エンゲキ,名詞-普通名詞-一般,漢
恣意,恣意,シイ,名詞-普通名詞-一般,漢
堕落,堕落,ダラク,名詞-普通名詞-サ変可能,漢
供養,供養,クヨウ,名詞-普通名詞-サ変可能,漢
カルシウム,カルシウム,カルシウム,名詞-普通名詞-一般,外
マザー,マザー,マザー,名詞-普通名詞-一般,外
救援,救援,キュウエン,名詞-普通名詞-サ変可能,漢
全米,全米,ゼンベイ,名詞-普通名詞-一般,漢
根気,根気,コンキ,名詞-普通名詞-一般,漢
田園,田園,デンエン,名詞-普通名詞-一般,漢
コンセプト,コンセプト,コンセプト,名詞-普通名詞-一般,外
異論,異論,イロン,名詞-普通名詞-一般,漢
エクセル,エクセル,エクセル,名詞-普通名詞-一般,外
新入,新入,シンニュウ,名詞-普通名詞-一般,漢
日清,日清,ニッシン,名詞-普通名詞-一般,漢
手本,手本,テホン,名詞-普通名詞-一般,混
土間,土間,ドマ,名詞-普通名詞-一般,混
気合い,気合い,キアイ,名詞-普通名詞-一般,混
推論,推論,スイロン,名詞-普通名詞-サ変可能,漢
頭部,頭部,トウブ,名詞-普通名詞-一般,漢
求人,求人,キュウジン,名詞-普通名詞-サ変可能,漢
委任,委任,イニン,名詞-普通名詞-サ変可能,漢
起因,起因,キイン,名詞-普通名詞-サ変可能,漢
弊害,弊害,ヘイガイ,名詞-普通名詞-一般,漢
在来,在来,ザイライ,名詞-普通名詞-一般,漢
強大,強大,キョウダイ,名詞-普通名詞-形状詞可能,漢
洗礼,洗礼,センレイ,名詞-普通名詞-一般,漢
生後,生後,セイゴ,名詞-普通名詞-一般,漢
瞑想,瞑想,メイソウ,名詞-普通名詞-サ変可能,漢
上段,上段,ジョウダン,名詞-普通名詞-一般,漢
増強,増強,ゾウキョウ,名詞-普通名詞-サ変可能,漢
紙面,紙面,シメン,名詞-普通名詞-一般,漢
親類,親類,シンルイ,名詞-普通名詞-一般,漢
洞察,洞察,ドウサツ,名詞-普通名詞-サ変可能,漢
宮中,宮中,キュウチュウ,名詞-普通名詞-一般,漢
力量,力量,リキリョウ,名詞-普通名詞-一般,漢
通院,通院,ツウイン,名詞-普通名詞-サ変可能,漢
自尊,自尊,ジソン,名詞-普通名詞-一般,漢
セラー鱻seller,セラー,セラー,名詞-普通名詞-一般,外
精子,精子,セイシ,名詞-普通名詞-一般,漢
若衆,若衆,ワカシュ,名詞-普通名詞-一般,混
排卵,排卵,ハイラン,名詞-普通名詞-サ変可能,漢
次官,次官,ジカン,名詞-普通名詞-一般,漢
尊厳,尊厳,ソンゲン,名詞-普通名詞-一般,漢
算出,算出,サンシュツ,名詞-普通名詞-サ変可能,漢
レモン,レモン,レモン,名詞-普通名詞-一般,外
平面,平面,ヘイメン,名詞-普通名詞-一般,漢
没頭,没頭,ボットウ,名詞-普通名詞-サ変可能,漢
休業,休業,キュウギョウ,名詞-普通名詞-サ変可能,漢
通商,通商,ツウショウ,名詞-普通名詞-サ変可能,漢
叙述,叙述,ジョジュツ,名詞-普通名詞-サ変可能,漢
焼酎,焼酎,ショウチュウ,名詞-普通名詞-一般,漢
時分,時分,ジブン,名詞-普通名詞-副詞可能,漢
エアコン,エアコン,エアコン,名詞-普通名詞-一般,外
正午,正午,ショウゴ,名詞-普通名詞-副詞可能,漢
症候,症候,ショウコウ,名詞-普通名詞-一般,漢
宿舎,宿舎,シュクシャ,名詞-普通名詞-一般,漢
税理,税理,ゼイリ,名詞-普通名詞-一般,漢
月給,月給,ゲッキュウ,名詞-普通名詞-一般,漢
運賃,運賃,ウンチン,名詞-普通名詞-一般,漢
激減,激減,ゲキゲン,名詞-普通名詞-サ変可能,漢
ゴールデン,ゴールデン,ゴールデン,名詞-普通名詞-一般,外
シール,シール,シール,名詞-普通名詞-サ変可能,固
送付,送付,ソウフ,名詞-普通名詞-サ変可能,漢
政界,政界,セイカイ,名詞-普通名詞-一般,漢
レール,レール,レール,名詞-普通名詞-一般,外
評議,評議,ヒョウギ,名詞-普通名詞-サ変可能,漢
自給,自給,ジキュウ,名詞-普通名詞-サ変可能,漢
無礼,無礼,ブレイ,名詞-普通名詞-形状詞可能,漢
海底,海底,カイテイ,名詞-普通名詞-一般,漢
同社,同社,ドウシャ,名詞-普通名詞-一般,漢
遠方,遠方,エンポウ,名詞-普通名詞-一般,漢
本意,本意,ホンイ,名詞-普通名詞-一般,漢
清算,清算,セイサン,名詞-普通名詞-サ変可能,漢
通帳,通帳,ツウチョウ,名詞-普通名詞-一般,漢
ジャンプ,ジャンプ,ジャンプ,名詞-普通名詞-サ変可能,外
架空,架空,カクウ,名詞-普通名詞-形状詞可能,漢
暗黒,暗黒,アンコク,名詞-普通名詞-一般,漢
体型,体型,タイケイ,名詞-普通名詞-一般,漢
帰還,帰還,キカン,名詞-普通名詞-サ変可能,漢
ジャングル,ジャングル,ジャングル,名詞-普通名詞-一般,外
標識,標識,ヒョウシキ,名詞-普通名詞-一般,漢
解読,解読,カイドク,名詞-普通名詞-サ変可能,漢
反感,反感,ハンカン,名詞-普通名詞-一般,漢
惑星,惑星,ワクセイ,名詞-普通名詞-一般,漢
最善,最善,サイゼン,名詞-普通名詞-一般,漢
肝臓,肝臓,カンゾウ,名詞-普通名詞-一般,漢
骨格,骨格,コッカク,名詞-普通名詞-一般,漢
一揆,一揆,イッキ,名詞-普通名詞-一般,漢
北西,北西,ホクセイ,名詞-普通名詞-一般,漢
各社,各社,カクシャ,名詞-普通名詞-一般,漢
昭,昭,ショウ,名詞-固有名詞-一般,固
基調,基調,キチョウ,名詞-普通名詞-一般,漢
対日,対日,タイニチ,名詞-普通名詞-一般,漢
理科,理科,リカ,名詞-普通名詞-一般,漢
バックアップ,バックアップ,バックアップ,名詞-普通名詞-サ変可能,外
帰属,帰属,キゾク,名詞-普通名詞-サ変可能,漢
下痢,下痢,ゲリ,名詞-普通名詞-サ変可能,漢
防備,防備,ボウビ,名詞-普通名詞-サ変可能,漢
連隊,連隊,レンタイ,名詞-普通名詞-一般,漢
殺到,殺到,サットウ,名詞-普通名詞-サ変可能,漢
凝視,凝視,ギョウシ,名詞-普通名詞-サ変可能,漢
得点,得点,トクテン,名詞-普通名詞-サ変可能,漢
騎馬,騎馬,キバ,名詞-普通名詞-一般,漢
楽観,楽観,ラッカン,名詞-普通名詞-サ変可能,漢
興,興,キョウ,名詞-普通名詞-一般,漢
幼少,幼少,ヨウショウ,名詞-普通名詞-一般,漢
クーラー,クーラー,クーラー,名詞-普通名詞-一般,外
史上,史上,シジョウ,名詞-普通名詞-一般,漢
フィルター,フィルター,フィルター,名詞-普通名詞-一般,外
インターナショナル,インターナショナル,インターナショナル,名詞-普通名詞-形状詞可能,外
選出,選出,センシュツ,名詞-普通名詞-サ変可能,漢
独創,独創,ドクソウ,名詞-普通名詞-サ変可能,漢
レーザー,レーザー,レーザー,名詞-普通名詞-一般,外
無断,無断,ムダン,名詞-普通名詞-一般,漢
法務,法務,ホウム,名詞-普通名詞-一般,漢
潮流,潮流,チョウリュウ,名詞-普通名詞-一般,漢
エコ,エコ,エコ,名詞-普通名詞-サ変可能,外
麻酔,麻酔,マスイ,名詞-普通名詞-サ変可能,漢
提灯,ちょうちん,チョウチン,名詞-普通名詞-一般,漢
物価,物価,ブッカ,名詞-普通名詞-一般,漢
海洋,海洋,カイヨウ,名詞-普通名詞-一般,漢
傲慢,傲慢,ゴウマン,名詞-普通名詞-形状詞可能,漢
イング,イング,イング,名詞-普通名詞-一般,外
家電,家電,カデン,名詞-普通名詞-一般,漢
体格,体格,タイカク,名詞-普通名詞-一般,漢
納付,納付,ノウフ,名詞-普通名詞-サ変可能,漢
堤防,堤防,テイボウ,名詞-普通名詞-一般,漢
外界,外界,ガイカイ,名詞-普通名詞-一般,漢
屏風,びょうぶ,ビョウブ,名詞-普通名詞-一般,漢
炭素,炭素,タンソ,名詞-普通名詞-一般,漢
液晶,液晶,エキショウ,名詞-普通名詞-一般,漢
ストア鱻store,ストア,ストア,名詞-普通名詞-一般,外
ノン,ノン,ノン,名詞-普通名詞-一般,外
通学,通学,ツウガク,名詞-普通名詞-サ変可能,漢
アット,アット,アット,名詞-普通名詞-一般,外
タブー,タブー,タブー,名詞-普通名詞-一般,外
臣,臣,シン,名詞-普通名詞-一般,漢
服従,服従,フクジュウ,名詞-普通名詞-サ変可能,漢
達磨,ダルマ,ダルマ,名詞-普通名詞-一般,外
直観,直観,チョッカン,名詞-普通名詞-サ変可能,漢
来客,来客,ライキャク,名詞-普通名詞-一般,漢
無名,無名,ムメイ,名詞-普通名詞-一般,漢
実物,実物,ジツブツ,名詞-普通名詞-一般,漢
建立,建立,コンリュウ,名詞-普通名詞-サ変可能,漢
軍部,軍部,グンブ,名詞-普通名詞-一般,漢
言論,言論,ゲンロン,名詞-普通名詞-一般,漢
極楽,極楽,ゴクラク,名詞-普通名詞-一般,漢
属性,属性,ゾクセイ,名詞-普通名詞-一般,漢
浪費,浪費,ロウヒ,名詞-普通名詞-サ変可能,漢
脱走,脱走,ダッソウ,名詞-普通名詞-サ変可能,漢
伐採,伐採,バッサイ,名詞-普通名詞-サ変可能,漢
平方,平方,ヘイホウ,名詞-普通名詞-サ変可能,漢
ベンチャー,ベンチャー,ベンチャー,名詞-普通名詞-一般,外
キャベツ,キャベツ,キャベツ,名詞-普通名詞-一般,外
軍勢,軍勢,グンゼイ,名詞-普通名詞-一般,漢
分業,分業,ブンギョウ,名詞-普通名詞-サ変可能,漢
修業,修業,シュギョウ,名詞-普通名詞-サ変可能,漢
助成,助成,ジョセイ,名詞-普通名詞-サ変可能,漢
若年,若年,ジャクネン,名詞-普通名詞-一般,漢
送料,送料,ソウリョウ,名詞-普通名詞-一般,漢
褒美,ほうび,ホウビ,名詞-普通名詞-一般,漢
メロディー,メロディー,メロディー,名詞-普通名詞-一般,外
中流,中流,チュウリュウ,名詞-普通名詞-一般,漢
避妊,避妊,ヒニン,名詞-普通名詞-サ変可能,漢
少子,少子,ショウシ,名詞-普通名詞-一般,漢
原発,原発,ゲンパツ,名詞-普通名詞-一般,漢
景観,景観,ケイカン,名詞-普通名詞-一般,漢
痙攣,けいれん,ケイレン,名詞-普通名詞-サ変可能,漢
骨折,骨折,コッセツ,名詞-普通名詞-サ変可能,漢
ベイ,ベイ,ベイ,名詞-普通名詞-一般,外
山地,山地,サンチ,名詞-普通名詞-一般,漢
全域,全域,ゼンイキ,名詞-普通名詞-一般,漢
生体,生体,セイタイ,名詞-普通名詞-一般,漢
アーチスト,アーチスト,アーチスト,名詞-普通名詞-一般,外
縄文,縄文,ジョウモン,名詞-普通名詞-一般,漢
ロール鱻roll,ロール,ロール,名詞-普通名詞-サ変可能,外
古今,古今,ココン,名詞-普通名詞-一般,漢
ゾーン,ゾーン,ゾーン,名詞-普通名詞-一般,外
強要,強要,キョウヨウ,名詞-普通名詞-サ変可能,漢
百貨,百貨,ヒャッカ,名詞-普通名詞-一般,漢
出動,出動,シュツドウ,名詞-普通名詞-サ変可能,漢
一室,一室,イッシツ,名詞-普通名詞-一般,漢
無償,無償,ムショウ,名詞-普通名詞-一般,漢
別名,別名,ベツメイ,名詞-普通名詞-一般,漢
受講,受講,ジュコウ,名詞-普通名詞-サ変可能,漢
秘訣,秘訣,ヒケツ,名詞-普通名詞-一般,漢
国外,国外,コクガイ,名詞-普通名詞-一般,漢
公民,公民,コウミン,名詞-普通名詞-一般,漢
椰子,ヤシ,ヤシ,名詞-普通名詞-一般,漢
排水,排水,ハイスイ,名詞-普通名詞-サ変可能,漢
納税,納税,ノウゼイ,名詞-普通名詞-サ変可能,漢
健在,健在,ケンザイ,名詞-普通名詞-形状詞可能,漢
日時,日時,ニチジ,名詞-普通名詞-一般,漢
筆記,筆記,ヒッキ,名詞-普通名詞-サ変可能,漢
国務,国務,コクム,名詞-普通名詞-一般,漢
試練,試練,シレン,名詞-普通名詞-一般,漢
ディーラー,ディーラー,ディーラー,名詞-普通名詞-一般,外
運輸,運輸,ウンユ,名詞-普通名詞-一般,漢
彼氏,彼氏,カレシ,名詞-普通名詞-一般,混
収納,収納,シュウノウ,名詞-普通名詞-サ変可能,漢
清掃,清掃,セイソウ,名詞-普通名詞-サ変可能,漢
対談,対談,タイダン,名詞-普通名詞-サ変可能,漢
